lnc_id	gene_id	Stg.I	Stg.II	Stg.III	Stg.IV	stage	score	lnc_name	gene_name
ENSG00000245532	ENSG00000186635	0.268432	0.5918757	0	0	Stg II	0.669864488888889	NEAT1	ARAP1
ENSG00000268388	ENSG00000119682	0	0	0	0.6464031	Stg IV	0.8618708	FENDRR	AREL1
ENSG00000251562	ENSG00000066777	0.2385195	0.7813734	0	0	Stg II	0.935822533333333	MALAT1	ARFGEF1
ENSG00000245694	ENSG00000137962	0.1365608	0.4265209	0	0	Stg II	0.508000844444444	CRNDE	ARHGAP29
ENSG00000251562	ENSG00000100852	0.1881046	0.7149889	0	0	Stg II	0.869716488888889	MALAT1	ARHGAP5
ENSG00000245532	ENSG00000100852	0.1450168	0.6575997	0	0	Stg II	0.812347688888889	NEAT1	ARHGAP5
ENSG00000245694	ENSG00000183111	0.1695435	0.4510512	0	0	Stg II	0.526048933333333	CRNDE	ARHGEF37
ENSG00000251562	ENSG00000177479	0	0.4747282	0.2075052	0	Stg II	0.5407464	MALAT1	ARIH2
ENSG00000268388	ENSG00000170540	0	0	0	0.5020996	Stg IV	0.669466133333333	FENDRR	ARL6IP1
ENSG00000268388	ENSG00000134108	0	0	0	0.3901625	Stg IV	0.520216666666667	FENDRR	ARL8B
ENSG00000251562	ENSG00000134108	0	0.5168248	0	0	Stg II	0.689099733333333	MALAT1	ARL8B
ENSG00000245694	ENSG00000146476	0.1390258	0.5479875	0.184864	0	Stg II	0.586698977777778	CRNDE	ARMT1
ENSG00000268388	ENSG00000146476	0	0	0	0.5487266	Stg IV	0.731635466666667	FENDRR	ARMT1
ENSG00000245694	ENSG00000113273	0.2317817	0.4732293	0	0	Stg II	0.527958311111111	CRNDE	ARSB
ENSG00000268388	ENSG00000153317	0	0.5420023	0.1892212	0	Stg II	0.638571422222222	FENDRR	ASAP1
ENSG00000245532	ENSG00000148219	0	0.7493276	0.2199047	0	Stg II	0.901368044444444	NEAT1	ASTN2
ENSG00000245694	ENSG00000118217	0.2189312	0.5475249	0	0	Stg II	0.632730444444444	CRNDE	ATF6
ENSG00000251562	ENSG00000101844	0	0.4378332	0	0	Stg II	0.5837776	MALAT1	ATG4A
ENSG00000245694	ENSG00000138363	0	0.3795557	0	0	Stg II	0.506074266666667	CRNDE	ATIC
ENSG00000268388	ENSG00000168874	0	0.7855788	0.3880243	0	Stg II	0.874983155555556	FENDRR	ATOH8
ENSG00000268388	ENSG00000058668	0	0.401401	0	0	Stg II	0.535201333333333	FENDRR	ATP2B4
ENSG00000268388	ENSG00000159720	0	0	0	0.5285393	Stg IV	0.704719066666667	FENDRR	ATP6V0D1
ENSG00000268388	ENSG00000155097	0	0	0	0.4970915	Stg IV	0.662788666666667	FENDRR	ATP6V1C1
ENSG00000268388	ENSG00000100554	0	0	0.2826812	0.6879674	Stg IV	0.791653777777778	FENDRR	ATP6V1D
ENSG00000268388	ENSG00000136888	0	0	0	0.4984313	Stg IV	0.664575066666667	FENDRR	ATP6V1G1
ENSG00000268388	ENSG00000047249	0.1328001	0	0	0.6629634	Stg IV	0.824928933333333	FENDRR	ATP6V1H
ENSG00000268388	ENSG00000171953	0	0	0	0.3891339	Stg IV	0.5188452	FENDRR	ATPAF2
ENSG00000268388	ENSG00000224470	0	0.5246426	0.2557897	0	Stg II	0.585839155555556	FENDRR	ATXN1L
ENSG00000268388	ENSG00000087152	0	0.4094134	0	0	Stg II	0.545884533333333	FENDRR	ATXN7L3
ENSG00000245694	ENSG00000169255	0.1743078	0.5478234	0	0	Stg II	0.652961066666667	CRNDE	B3GALNT1
ENSG00000245532	ENSG00000166170	0	0.4040283	0	0	Stg II	0.5387044	NEAT1	BAG5
ENSG00000268388	ENSG00000095739	0	0	0	0.4933316	Stg IV	0.657775466666667	FENDRR	BAMBI
ENSG00000225783	ENSG00000156127	0.1371863	0.3168798	0.233181	0.651658	Stg IV	0.563434177777778	MIAT	BATF
ENSG00000268388	ENSG00000076108	0.1389669	0.5600478	0.2474691	0	Stg II	0.574981066666667	FENDRR	BAZ2A
ENSG00000251562	ENSG00000083123	0	0.7158322	0	0	Stg II	0.954442933333333	MALAT1	BCKDHB
ENSG00000234741	ENSG00000119866	0.2455407	0	0.509474	0	Stg III	0.570169466666667	GAS5	BCL11A
ENSG00000232973	ENSG00000119866	0	0.7842387	0	0	Stg II	1.0456516	CYP1B1-AS1	BCL11A
ENSG00000224157	ENSG00000119866	0.2716396	0.8194556	0.2236408	0	Stg II	0.872482844444444	HCG14	BCL11A
ENSG00000247400	ENSG00000119866	0	0	0.1906419	0.4735221	Stg IV	0.546633066666667	DNAJC3-DT	BCL11A
ENSG00000255717	ENSG00000119866	0.3417525	0	0.4949982	0	Stg III	0.5081076	SNHG1	BCL11A
ENSG00000175611	ENSG00000119866	0.3248441	0.7961075	0.2789506	0.3957223	Stg II	0.617246888888889	LINC00476	BCL11A
ENSG00000255733	ENSG00000119866	0.3804189	0	0	0	Stg I	0.5072252	IFNG-AS1	BCL11A
ENSG00000237803	ENSG00000119866	0.2038545	0.8302691	0.2250017	0	Stg II	0.916422711111111	LINC00211	BCL11A
ENSG00000216863	ENSG00000119866	0	0.7957687	0	0	Stg II	1.06102493333333	LY86-AS1	BCL11A
ENSG00000255198	ENSG00000119866	0	0.5337037	0	0	Stg II	0.711604933333333	SNHG9	BCL11A
ENSG00000245694	ENSG00000171552	0	0	0	0.3896094	Stg IV	0.5194792	CRNDE	BCL2L1
ENSG00000249859	ENSG00000069399	0	0	0.5266278	0	Stg III	0.7021704	PVT1	BCL3
ENSG00000268388	ENSG00000113916	0	0.4033444	0	0	Stg II	0.537792533333333	FENDRR	BCL6
ENSG00000268388	ENSG00000164039	0	0.4625333	0	0	Stg II	0.616711066666667	FENDRR	BDH2
ENSG00000268388	ENSG00000176697	0.1475874	0	0.4351368	0	Stg III	0.514588	FENDRR	BDNF
ENSG00000268388	ENSG00000165733	0	0.4616544	0	0	Stg II	0.6155392	FENDRR	BMS1
ENSG00000268388	ENSG00000144857	0	0.5582037	0.2963203	0	Stg II	0.612573688888889	FENDRR	BOC
ENSG00000268388	ENSG00000163170	0	-0.2851103	0	0.6463761	Stg IV	0.735119111111111	FENDRR	BOLA3
ENSG00000203506	ENSG00000185024	0	0	0.4056566	0	Stg III	0.540875466666667	RBMS3-AS2	BRF1
ENSG00000240498	ENSG00000185024	0	0	0.5028748	0	Stg III	0.670499733333333	CDKN2B-AS1	BRF1
ENSG00000268388	ENSG00000112763	0.1480117	0.5966032	0.3279331	0	Stg II	0.583939911111111	FENDRR	BTN2A1
ENSG00000268388	ENSG00000082213	0.1493617	0	0	0.4561389	Stg IV	0.541802222222222	FENDRR	C5orf22
ENSG00000251562	ENSG00000008118	0	0.8560625	0	0	Stg II	1.14141666666667	MALAT1	CAMK1G
ENSG00000245694	ENSG00000164615	0.2093814	0.4531961	0	0	Stg II	0.511203066666667	CRNDE	CAMLG
ENSG00000245694	ENSG00000111530	0.1992136	0.4723797	0	0	Stg II	0.541300222222222	CRNDE	CAND1
ENSG00000268388	ENSG00000131236	0	0.4009429	0	0	Stg II	0.534590533333333	FENDRR	CAP1
ENSG00000268388	ENSG00000131375	0	0.3145442	0.2430997	0.6584295	Stg IV	0.630064266666667	FENDRR	CAPN7
ENSG00000258056	ENSG00000135387	0	0	0.2137964	0.5217126	Stg IV	0.600596177777778	AC009779.2	CAPRIN1
ENSG00000261804	ENSG00000135387	0	0	0	0.5073897	Stg IV	0.6765196	AC007342.4	CAPRIN1
ENSG00000184068	ENSG00000135387	0	0	0	0.4019635	Stg IV	0.535951333333333	SREBF2-AS1	CAPRIN1
ENSG00000245694	ENSG00000198898	0	0.4379131	0	0	Stg II	0.583884133333333	CRNDE	CAPZA2
ENSG00000268388	ENSG00000167971	0	0	0	0.789003	Stg IV	1.052004	FENDRR	CASKIN1
ENSG00000251562	ENSG00000105879	0	0.3913437	0	0	Stg II	0.5217916	MALAT1	CBLL1
ENSG00000245694	ENSG00000094916	0.1498257	0.564344	0	0	Stg II	0.685869466666667	CRNDE	CBX5
ENSG00000245694	ENSG00000163249	0.1984351	0.4912403	0	0	Stg II	0.566793688888889	CRNDE	CCNYL1
ENSG00000245694	ENSG00000163468	0.1381796	0.4397927	0	0	Stg II	0.524977111111111	CRNDE	CCT3
ENSG00000268388	ENSG00000091972	0	0	0.3931247	0	Stg III	0.524166266666667	FENDRR	CD200
ENSG00000245694	ENSG00000151465	0.1740451	0.4784389	0	0	Stg II	0.560565155555556	CRNDE	CDC123
ENSG00000245694	ENSG00000004897	0.1841274	0.4653221	0	0	Stg II	0.538595066666667	CRNDE	CDC27
ENSG00000130600	ENSG00000039068	0.3845204	0	0	0	Stg I	0.512693866666667	H19	CDH1
ENSG00000268388	ENSG00000155111	0	0.5800945	0.304671	0	Stg II	0.63805	FENDRR	CDK19
ENSG00000237523	ENSG00000123374	0.2546692	0	0.2017294	0.5421484	Stg IV	0.520020711111111	LINC00857	CDK2
ENSG00000268388	ENSG00000166582	0	0.3605322	0.1904565	0.6499172	Stg IV	0.6216724	FENDRR	CENPV
ENSG00000268388	ENSG00000154240	0	0.6364019	0.3528282	0	Stg II	0.691723333333333	FENDRR	CEP112
ENSG00000268388	ENSG00000141577	0	0.4416421	0	0	Stg II	0.588856133333333	FENDRR	CEP131
ENSG00000268388	ENSG00000174799	0	0.5273059	0.2540327	0	Stg II	0.590171111111111	FENDRR	CEP135
ENSG00000268388	ENSG00000198707	0	0.4361651	0	0	Stg II	0.581553466666667	FENDRR	CEP290
ENSG00000268388	ENSG00000165410	0	0	0	0.5286106	Stg IV	0.704814133333333	FENDRR	CFL2
ENSG00000251562	ENSG00000126759	0	0	0.2824976	0.4995634	Stg IV	0.540530044444444	MALAT1	CFP
ENSG00000268388	ENSG00000173575	0	0.5616261	0.2941812	0.2470215	Stg II	0.508300266666667	FENDRR	CHD2
ENSG00000245694	ENSG00000213341	0.1615671	0.491017	0.183527	0	Stg II	0.501314177777778	CRNDE	CHUK
ENSG00000245694	ENSG00000005194	0.1227012	0.5175744	0	0	Stg II	0.635565333333333	CRNDE	CIAPIN1
ENSG00000245694	ENSG00000169504	0.1996804	0.497553	0	0	Stg II	0.574657155555556	CRNDE	CLIC4
ENSG00000245694	ENSG00000113282	0.2128874	0.4688489	0	0	Stg II	0.530515244444444	CRNDE	CLINT1
ENSG00000268388	ENSG00000182372	0	0	0	0.6361784	Stg IV	0.848237866666667	FENDRR	CLN8
ENSG00000245694	ENSG00000121058	0.2734279	0.5805562	0.179174	0	Stg II	0.572918533333333	CRNDE	COIL
ENSG00000268388	ENSG00000182871	0	0.480397	0	0	Stg II	0.640529333333333	FENDRR	COL18A1
ENSG00000268388	ENSG00000124749	0.1513499	0.6994958	0.2992826	0	Stg II	0.732379955555556	FENDRR	COL21A1
ENSG00000245694	ENSG00000168090	0	0.3771432	0	0	Stg II	0.5028576	CRNDE	COPS6
ENSG00000251562	ENSG00000113742	0	0.63873	0	0	Stg II	0.85164	MALAT1	CPEB4
ENSG00000251562	ENSG00000165934	0	0.3993863	0	0	Stg II	0.532515066666667	MALAT1	CPSF2
ENSG00000257178	ENSG00000149532	0.2673323	0	0.6360277	0.3858108	Stg III	0.557751111111111	AC103702.1	CPSF7
ENSG00000226581	ENSG00000149532	0.3737667	0	0.635807	0.2956184	Stg III	0.550238177777778	LINC02848	CPSF7
ENSG00000230002	ENSG00000149532	0.1726037	0	0.4779059	0	Stg III	0.560495111111111	ALMS1-IT1	CPSF7
ENSG00000232811	ENSG00000149532	0.378003	0	0	0	Stg I	0.504004	AL360270.1	CPSF7
ENSG00000228470	ENSG00000149532	0	0	0	0.4017896	Stg IV	0.535719466666667	AL929236.1	CPSF7
ENSG00000259712	ENSG00000149532	0	0	0.4688469	0.2813035	Stg III	0.500105422222222	AC023906.5	CPSF7
ENSG00000229956	ENSG00000149532	0.1580559	0	0.5837429	0.3619039	Stg III	0.547230622222222	ZRANB2-AS2	CPSF7
ENSG00000229728	ENSG00000149532	0.3467666	0	0.6465529	0.4429491	Stg III	0.511085777777778	AL136531.1	CPSF7
ENSG00000233527	ENSG00000149532	0.5421089	0	0.4655098	0	Stg I	0.515918622222222	ZNF529-AS1	CPSF7
ENSG00000245532	ENSG00000110090	0.2228721	0.5353948	0	0	Stg II	0.614805466666667	NEAT1	CPT1A
ENSG00000268388	ENSG00000005339	0.1229977	0.6484534	0.2665334	0.3061131	Stg II	0.555429333333333	FENDRR	CREBBP
ENSG00000268388	ENSG00000167193	0	0.5177132	0.295461	0	Stg II	0.558968266666667	FENDRR	CRK
ENSG00000251562	ENSG00000147408	0	0.6691014	0	0	Stg II	0.8921352	MALAT1	CSGALNACT1
ENSG00000245532	ENSG00000101266	0.2011575	0.555487	0	0	Stg II	0.651246	NEAT1	CSNK2A1
ENSG00000254662	ENSG00000101811	0.1467291	0	0.5686156	0	Stg III	0.6929412	AP000781.1	CSTF2
ENSG00000258955	ENSG00000101811	0	0	0.6717133	0	Stg III	0.895617733333333	LINC00519	CSTF2
ENSG00000247708	ENSG00000101811	0.225854	0	0.2736259	0.5530478	Stg IV	0.515406	STX18-AS1	CSTF2
ENSG00000227543	ENSG00000101811	0.1261092	0.4384855	0	0	Stg II	0.5285988	SPAG5-AS1	CSTF2
ENSG00000236671	ENSG00000101811	0	0	0	0.5117091	Stg IV	0.6822788	PRKG1-AS1	CSTF2
ENSG00000214719	ENSG00000101811	0.4036653	0	0	0	Stg I	0.5382204	AC005562.1	CSTF2
ENSG00000259475	ENSG00000101811	0	0	0	0.5436855	Stg IV	0.724914	AC036108.1	CSTF2
ENSG00000225457	ENSG00000101811	0.1623898	0.4529135	0	0	Stg II	0.531711422222222	AC073346.1	CSTF2
ENSG00000236256	ENSG00000101811	0	0	0	0.7468224	Stg IV	0.9957632	DIAPH2-AS1	CSTF2
ENSG00000234753	ENSG00000101811	0	0	0	0.5306778	Stg IV	0.7075704	FOXP4-AS1	CSTF2
ENSG00000224020	ENSG00000101811	0	0	0.3835167	0.7509443	Stg IV	0.8308072	MIR181A2HG	CSTF2
ENSG00000240288	ENSG00000101811	0	0	0	0.4613714	Stg IV	0.615161866666667	GHRLOS	CSTF2
ENSG00000223546	ENSG00000101811	0.4038755	0.2750089	0.5779114	0.8541514	Stg IV	0.580292622222222	LINC00630	CSTF2
ENSG00000231010	ENSG00000101811	0	0	0	0.7042278	Stg IV	0.9389704	AL121672.1	CSTF2
ENSG00000268388	ENSG00000159692	0	0.4132155	0	0	Stg II	0.550954	FENDRR	CTBP1
ENSG00000268388	ENSG00000175029	0	0.6354811	0.2966302	0	Stg II	0.715472488888889	FENDRR	CTBP2
ENSG00000245694	ENSG00000117151	0.294127	0.5117488	0	0	Stg II	0.551608622222222	CRNDE	CTBS
ENSG00000227640	ENSG00000102974	0	0.3789936	0	0	Stg II	0.5053248	SOX21-AS1	CTCF
ENSG00000268388	ENSG00000168036	0	0.5843481	0.3719797	0	Stg II	0.613806488888889	FENDRR	CTNNB1
ENSG00000268388	ENSG00000171793	0	0	0	0.498262	Stg IV	0.664349333333333	FENDRR	CTPS1
ENSG00000245694	ENSG00000256043	0.2206543	0.5300521	0	0	Stg II	0.608667555555556	CRNDE	CTSO
ENSG00000245694	ENSG00000143079	0	0.382117	0	0	Stg II	0.509489333333333	CRNDE	CTTNBP2NL
ENSG00000245694	ENSG00000108094	0.1982628	0.5099829	0	0	Stg II	0.5918604	CRNDE	CUL2
ENSG00000268388	ENSG00000172115	0	0	-0.1773136	0.7453249	Stg IV	0.914960488888889	FENDRR	CYCS
ENSG00000268388	ENSG00000161544	0	0.6486359	0.380213	0	Stg II	0.695864311111111	FENDRR	CYGB
ENSG00000268388	ENSG00000117593	0	0	0	0.5622447	Stg IV	0.7496596	FENDRR	DARS2
ENSG00000268388	ENSG00000156136	0	0	0	0.3828736	Stg IV	0.510498133333333	FENDRR	DCK
ENSG00000245694	ENSG00000088205	0.2364044	0.5035071	0	0	Stg II	0.566274177777778	CRNDE	DDX18
ENSG00000268388	ENSG00000089737	0.1460776	0.6315507	0.2709742	0.3510562	Stg II	0.500686266666667	FENDRR	DDX24
ENSG00000268388	ENSG00000137628	0	0.4003813	0	0	Stg II	0.533841733333333	FENDRR	DDX60
ENSG00000268388	ENSG00000181381	0	0.5140678	0	0	Stg II	0.685423733333333	FENDRR	DDX60L
ENSG00000251562	ENSG00000035499	0	0.6045719	0	0	Stg II	0.806095866666667	MALAT1	DEPDC1B
ENSG00000225783	ENSG00000128191	0.123654	0	0	0.4407504	Stg IV	0.532709866666667	MIAT	DGCR8
ENSG00000260368	ENSG00000128191	0.2919408	0	0.3412317	0.5958581	Stg IV	0.513067466666667	AC027373.1	DGCR8
ENSG00000261098	ENSG00000128191	0.4051149	0	0.5174621	0	Stg III	0.5098984	AP000766.1	DGCR8
ENSG00000213468	ENSG00000128191	0	0	0	0.4477956	Stg IV	0.5970608	FIRRE	DGCR8
ENSG00000224078	ENSG00000128191	0.4633679	0	0.7090639	0.4516685	Stg III	0.538735688888889	SNHG14	DGCR8
ENSG00000261553	ENSG00000128191	0.1261245	0	0.4210712	0	Stg III	0.505372933333333	AL137782.1	DGCR8
ENSG00000268388	ENSG00000157680	0	0	0.4937127	0.2473267	Stg III	0.548360622222222	FENDRR	DGKI
ENSG00000251562	ENSG00000157680	0	0.9877213	0	0	Stg II	1.31696173333333	MALAT1	DGKI
ENSG00000268388	ENSG00000140829	0	0.4959857	0.3185732	0	Stg II	0.519726177777778	FENDRR	DHX38
ENSG00000245694	ENSG00000163214	0.2898202	0.5864152	0.2976412	0	Stg II	0.520792977777778	CRNDE	DHX57
ENSG00000268388	ENSG00000150768	0	0	0	0.4678305	Stg IV	0.623774	FENDRR	DLAT
ENSG00000268388	ENSG00000091140	0	0	0	0.4456538	Stg IV	0.594205066666667	FENDRR	DLD
ENSG00000268388	ENSG00000165506	0	0.265867	0	0.6148385	Stg IV	0.701621555555556	FENDRR	DNAAF2
ENSG00000245694	ENSG00000120675	0.1624219	0.4453104	0	0	Stg II	0.521559688888889	CRNDE	DNAJC15
ENSG00000268388	ENSG00000213918	0	0	0	0.4015678	Stg IV	0.535423733333333	FENDRR	DNASE1
ENSG00000268388	ENSG00000151640	0	0	0	0.6608273	Stg IV	0.881103066666667	FENDRR	DPYSL4
ENSG00000245694	ENSG00000125868	0	0.4110835	0	0	Stg II	0.548111333333333	CRNDE	DSTN
ENSG00000251562	ENSG00000157540	0.2622941	0.5667479	0	0	Stg II	0.639088711111111	MALAT1	DYRK1A
ENSG00000250579	ENSG00000101412	0	0	0.3774485	0	Stg III	0.503264666666667	CTD-2297D10.2	E2F1
ENSG00000130600	ENSG00000101412	0	0.6701866	0	0	Stg II	0.893582133333333	H19	E2F1
ENSG00000242242	ENSG00000101412	0.1229454	0	0.7434093	0	Stg III	0.93657	NECTIN3-AS1	E2F1
ENSG00000228824	ENSG00000101412	0	0.5529991	0	0	Stg II	0.737332133333333	MIR4500HG	E2F1
ENSG00000230366	ENSG00000205250	0	0	0.4509081	0	Stg III	0.6012108	DSCR9	E2F4
ENSG00000232860	ENSG00000164330	0.1770393	0.5644364	0	0	Stg II	0.673897733333333	SMG7-AS1	EBF1
ENSG00000226711	ENSG00000164330	0.2418437	0.7273301	0.2541713	0	Stg II	0.749322355555556	FAM66C	EBF1
ENSG00000215374	ENSG00000164330	0.1732432	0.5209095	0	0.2346492	Stg II	0.513260488888889	FAM66B	EBF1
ENSG00000176124	ENSG00000164330	0	0.5984087	0	0	Stg II	0.797878266666667	DLEU1	EBF1
ENSG00000186615	ENSG00000164330	0	0.6584638	0.1808331	0	Stg II	0.797581466666667	KTN1-AS1	EBF1
ENSG00000232973	ENSG00000164330	0	0.6420873	0	0	Stg II	0.8561164	CYP1B1-AS1	EBF1
ENSG00000236790	ENSG00000164330	0	0.6687325	0	0	Stg II	0.891643333333333	LINC00299	EBF1
ENSG00000247092	ENSG00000164330	0	0.4809815	0.2363554	0	Stg II	0.536261822222222	SNHG10	EBF1
ENSG00000249859	ENSG00000164330	0	0.5170528	0	0	Stg II	0.689403733333333	PVT1	EBF1
ENSG00000204528	ENSG00000164330	0.1318286	0.4370434	0	0	Stg II	0.524134044444444	PSORS1C3	EBF1
ENSG00000268388	ENSG00000093144	0	0	0	0.4636616	Stg IV	0.618215466666667	FENDRR	ECHDC1
ENSG00000245694	ENSG00000093144	0.2014538	0.5263923	0.2313292	0	Stg II	0.5095084	CRNDE	ECHDC1
ENSG00000268388	ENSG00000134109	0	0	0	0.4858044	Stg IV	0.6477392	FENDRR	EDEM1
ENSG00000268388	ENSG00000140598	0	0.3834815	0	0	Stg II	0.511308666666667	FENDRR	EFL1
ENSG00000245694	ENSG00000104131	0.1889915	0.5962146	0	0	Stg II	0.710956577777778	CRNDE	EIF3J
ENSG00000236671	ENSG00000141543	0	0	0	0.391012	Stg IV	0.521349333333333	PRKG1-AS1	EIF4A3
ENSG00000231290	ENSG00000141543	0	0	0	0.4838901	Stg IV	0.6451868	APCDD1L-DT	EIF4A3
ENSG00000224020	ENSG00000141543	0	0	0	0.4685855	Stg IV	0.624780666666667	MIR181A2HG	EIF4A3
ENSG00000223546	ENSG00000141543	0.1781239	0	0.4646518	0.6343114	Stg IV	0.560070444444444	LINC00630	EIF4A3
ENSG00000240541	ENSG00000141543	0.3949108	0	0	0	Stg I	0.526547733333333	TM4SF1-AS1	EIF4A3
ENSG00000238133	ENSG00000141543	0	0	0	0.3788068	Stg IV	0.505075733333333	MAP3K20-AS1	EIF4A3
ENSG00000228889	ENSG00000141543	0.1449166	0	0.4108395	0.7000134	Stg IV	0.686348488888889	UBAC2-AS1	EIF4A3
ENSG00000226913	ENSG00000141543	0	0	0	0.4088203	Stg IV	0.545093733333333	BSN-DT	EIF4A3
ENSG00000227398	ENSG00000141543	0	0	0	0.4477929	Stg IV	0.5970572	KIF9-AS1	EIF4A3
ENSG00000186615	ENSG00000141543	0.236954	0	0.4207971	0.6097073	Stg IV	0.520609244444444	KTN1-AS1	EIF4A3
ENSG00000224281	ENSG00000141543	0	0	0	0.3935464	Stg IV	0.524728533333333	SLC25A5-AS1	EIF4A3
ENSG00000227110	ENSG00000141543	0.2071964	0	0	0.4524233	Stg IV	0.511143777777778	LMCD1-AS1	EIF4A3
ENSG00000226496	ENSG00000141543	0	-0.4013017	0	0	Stg II	0.535068933333333	LINC00323	EIF4A3
ENSG00000178977	ENSG00000141543	0.2772754	0.621981	0.3237606	0	Stg II	0.562180888888889	LINC00324	EIF4A3
ENSG00000226950	ENSG00000066044	0.1247569	0	0	0.4663834	Stg IV	0.566397022222222	DANCR	ELAVL1
ENSG00000268388	ENSG00000106991	0	0.6593391	0.4487305	0	Stg II	0.679683022222222	FENDRR	ENG
ENSG00000268388	ENSG00000145293	0	0	0	0.5304892	Stg IV	0.707318933333333	FENDRR	ENOPH1
ENSG00000268388	ENSG00000100393	0	0.5732733	0.194817	0.3312773	Stg II	0.530544711111111	FENDRR	EP300
ENSG00000268388	ENSG00000120616	0	0.6096387	0.3393999	0	Stg II	0.6620072	FENDRR	EPC1
ENSG00000268388	ENSG00000135999	0	0.5352877	0.2956333	0	Stg II	0.582324355555556	FENDRR	EPC2
ENSG00000268388	ENSG00000072134	0.1421234	0.6859596	0.4081598	0.2213327	Stg II	0.5716724	FENDRR	EPN2
ENSG00000227456	ENSG00000157554	0.3930376	0	0	0.5275596	Stg IV	0.528729422222222	LINC00310	ERG
ENSG00000223768	ENSG00000157554	0.3726945	0.6234192	0	0.3715724	Stg II	0.500440311111111	LINC00205	ERG
ENSG00000268388	ENSG00000107566	0	0.4570181	0	0	Stg II	0.609357466666667	FENDRR	ERLIN1
ENSG00000245532	ENSG00000104413	0	0.6200603	0	0	Stg II	0.826747066666667	NEAT1	ESRP1
ENSG00000261105	ENSG00000173153	0.1754101	0.5420258	0	0	Stg II	0.644741022222222	LMO7-AS1	ESRRA
ENSG00000251562	ENSG00000171503	0	0.3852267	0	0	Stg II	0.5136356	MALAT1	ETFDH
ENSG00000226950	ENSG00000134954	0	-0.4105969	0	0	Stg II	0.547462533333333	DANCR	ETS1
