lnc_id	gene_id	Stg.II	Stg.III	Stg.IV	stage	score	lnc_name	gene_name
ENSG00000248636	ENSG00000106462	0	0.8283673	0	Stg III	1.10448973333333	AC002070.1	EZH2
ENSG00000259768	ENSG00000106462	0	0	0.6684816	Stg IV	0.8913088	AC004943.2	EZH2
ENSG00000268388	ENSG00000168496	0	0.6583901	0	Stg III	0.877853466666667	FENDRR	FEN1
ENSG00000197989	ENSG00000102081	0.403378	0	0	Stg II	0.537837333333333	SNHG12	FMR1
ENSG00000236901	ENSG00000102081	0	0.7529927	0	Stg III	1.00399026666667	MIR600HG	FMR1
ENSG00000177410	ENSG00000102081	0.4000138	0	0	Stg II	0.533351733333333	ZFAS1	FMR1
ENSG00000245694	ENSG00000111206	0.7471369	0	0	Stg II	0.996182533333333	CRNDE	FOXM1
ENSG00000197989	ENSG00000128573	0	0.6540683	0	Stg III	0.872091066666667	SNHG12	FOXP2
ENSG00000245532	ENSG00000049768	0.4818775	0	0	Stg II	0.642503333333333	NEAT1	FOXP3
ENSG00000233527	ENSG00000089280	0.6277908	0	0	Stg II	0.8370544	ZNF529-AS1	FUS
ENSG00000177410	ENSG00000089280	0.7528302	0	0	Stg II	1.0037736	ZFAS1	FUS
ENSG00000255717	ENSG00000089280	0.7175636	0	0	Stg II	0.956751466666667	SNHG1	FUS
ENSG00000215417	ENSG00000089280	0.5671198	0	0	Stg II	0.756159733333333	MIR17HG	FUS
ENSG00000197989	ENSG00000089280	0.7021248	0	0	Stg II	0.9361664	SNHG12	FUS
ENSG00000268362	ENSG00000089280	0.4141551	0	0	Stg II	0.5522068	AC092279.1	FUS
ENSG00000215417	ENSG00000114416	0.3793753	0	0	Stg II	0.505833733333333	MIR17HG	FXR1
ENSG00000230876	ENSG00000129245	0.5244952	0	0	Stg II	0.699326933333333	LINC00486	FXR2
ENSG00000255717	ENSG00000129245	0.4365989	0	0	Stg II	0.582131866666667	SNHG1	FXR2
ENSG00000215417	ENSG00000137947	0.5432821	0	0	Stg II	0.724376133333333	MIR17HG	GTF2B
ENSG00000255717	ENSG00000137947	0.6342958	0	0	Stg II	0.845727733333333	SNHG1	GTF2B
ENSG00000224418	ENSG00000164683	0	0.5946266	0	Stg III	0.792835466666667	STK24-AS1	HEY1
ENSG00000255717	ENSG00000101076	0	0	0.7841596	Stg IV	1.04554613333333	SNHG1	HNF4A
ENSG00000177410	ENSG00000101076	0	0	0.5679926	Stg IV	0.757323466666667	ZFAS1	HNF4A
ENSG00000197989	ENSG00000101076	0	0	0.8592738	Stg IV	1.1456984	SNHG12	HNF4A
ENSG00000255717	ENSG00000122566	0.8878578	0.7395402	0	Stg II	0.6907836	SNHG1	HNRNPA2B1
ENSG00000234160	ENSG00000122566	0.6499866	0	0	Stg II	0.8666488	AL513165.1	HNRNPA2B1
ENSG00000215417	ENSG00000092199	0.7150811	0	0	Stg II	0.953441466666667	MIR17HG	HNRNPC
ENSG00000255717	ENSG00000092199	0.8419122	0	0	Stg II	1.1225496	SNHG1	HNRNPC
ENSG00000197989	ENSG00000092199	0.6631172	0	0	Stg II	0.884156266666667	SNHG12	HNRNPC
ENSG00000268388	ENSG00000197757	0.588855	0	0	Stg II	0.78514	FENDRR	HOXC6
ENSG00000240498	ENSG00000174775	0	0	0.6965843	Stg IV	0.928779066666667	CDKN2B-AS1	HRAS
ENSG00000177410	ENSG00000185122	0.6309124	0	0	Stg II	0.841216533333333	ZFAS1	HSF1
ENSG00000251562	ENSG00000187522	0	0	0.5802883	Stg IV	0.773717733333333	MALAT1	HSPA14
ENSG00000271122	ENSG00000159217	0	0.5315564	0	Stg III	0.708741866666667	AC018647.2	IGF2BP1
ENSG00000236901	ENSG00000159217	0.7349344	0	0	Stg II	0.979912533333333	MIR600HG	IGF2BP1
ENSG00000184441	ENSG00000073792	0	0	-0.5730541	Stg IV	0.764072133333333	AP001062.1	IGF2BP2
ENSG00000261061	ENSG00000073792	0.627408	0	0	Stg II	0.836544	AC092718.4	IGF2BP2
ENSG00000177410	ENSG00000136231	0	0.6756313	0	Stg III	0.900841733333333	ZFAS1	IGF2BP3
ENSG00000271122	ENSG00000136231	0	0.5552625	0	Stg III	0.74035	AC018647.2	IGF2BP3
ENSG00000227076	ENSG00000136231	0	0.6092462	0	Stg III	0.812328266666667	AL158166.1	IGF2BP3
ENSG00000251562	ENSG00000174564	0.7112119	0	0	Stg II	0.948282533333333	MALAT1	IL20RB
ENSG00000215417	ENSG00000177606	0.444039	0	0	Stg II	0.592052	MIR17HG	JUN
ENSG00000255717	ENSG00000130522	0.4150144	0	0	Stg II	0.553352533333333	SNHG1	JUND
ENSG00000215417	ENSG00000130522	0.4491159	0	0	Stg II	0.5988212	MIR17HG	JUND
ENSG00000268388	ENSG00000118193	0	0.7371342	0	Stg III	0.9828456	FENDRR	KIF14
ENSG00000268388	ENSG00000121621	0	0.8021058	0	Stg III	1.0694744	FENDRR	KIF18A
ENSG00000245694	ENSG00000079616	0.6390605	0.8006188	0	Stg III	0.6414514	CRNDE	KIF22
ENSG00000268388	ENSG00000137807	0	0.6223006	0	Stg III	0.829734133333333	FENDRR	KIF23
ENSG00000245532	ENSG00000174996	0	0	0.5456763	Stg IV	0.7275684	NEAT1	KLC2
ENSG00000245532	ENSG00000182481	0	0	0.6707863	Stg IV	0.894381733333333	NEAT1	KPNA2
ENSG00000197989	ENSG00000125952	0	0.7201381	0	Stg III	0.960184133333333	SNHG12	MAX
ENSG00000245532	ENSG00000166508	0	0	0.7417309	Stg IV	0.988974533333333	NEAT1	MCM7
ENSG00000245694	ENSG00000254726	0.4401475	0	0	Stg II	0.586863333333333	CRNDE	MEX3A
ENSG00000245694	ENSG00000148773	0.6847615	0	0	Stg II	0.913015333333333	CRNDE	MKI67
ENSG00000215417	ENSG00000155363	0.6247809	0	0	Stg II	0.8330412	MIR17HG	MOV10
ENSG00000268362	ENSG00000155363	0.5633502	0	0	Stg II	0.7511336	AC092279.1	MOV10
ENSG00000255717	ENSG00000155363	0.6833011	0	0	Stg II	0.911068133333333	SNHG1	MOV10
ENSG00000233527	ENSG00000155363	0.4501836	0	0	Stg II	0.6002448	ZNF529-AS1	MOV10
ENSG00000234160	ENSG00000155363	0.6356625	0	0	Stg II	0.84755	AL513165.1	MOV10
ENSG00000224418	ENSG00000136997	0.5426716	0	0	Stg II	0.723562133333333	STK24-AS1	MYC
ENSG00000245532	ENSG00000102030	0	0	0.7507249	Stg IV	1.00096653333333	NEAT1	NAA10
ENSG00000245694	ENSG00000132780	0.6688466	0	0	Stg II	0.891795466666667	CRNDE	NASP
ENSG00000245694	ENSG00000109674	0.6415831	0	0	Stg II	0.855444133333333	CRNDE	NEIL3
ENSG00000251562	ENSG00000109674	0	0	0.6579655	Stg IV	0.877287333333333	MALAT1	NEIL3
ENSG00000197989	ENSG00000204356	0.8001706	0	0	Stg II	1.06689413333333	SNHG12	NELFE
ENSG00000215417	ENSG00000204356	0.6448661	0	0	Stg II	0.859821466666667	MIR17HG	NELFE
ENSG00000215417	ENSG00000001167	0.5701226	0	0	Stg II	0.760163466666667	MIR17HG	NFYA
ENSG00000215417	ENSG00000120837	0.4082015	0	0	Stg II	0.544268666666667	MIR17HG	NFYB
ENSG00000255717	ENSG00000106459	0.7631787	0	0	Stg II	1.0175716	SNHG1	NRF1
ENSG00000245532	ENSG00000106268	0	0	0.5477673	Stg IV	0.7303564	NEAT1	NUDT1
ENSG00000245694	ENSG00000105245	0.4491514	0	0	Stg II	0.598868533333333	CRNDE	NUMBL
ENSG00000251562	ENSG00000142731	0	0	0.6034502	Stg IV	0.804600266666667	MALAT1	PLK4
ENSG00000245694	ENSG00000083444	0.7048628	0	0	Stg II	0.939817066666667	CRNDE	PLOD1
ENSG00000245532	ENSG00000014138	0	0	0.6917046	Stg IV	0.9222728	NEAT1	POLA2
ENSG00000224418	ENSG00000028277	0	0.5449334	0	Stg III	0.726577866666667	STK24-AS1	POU2F2
ENSG00000180422	ENSG00000204531	0	0.5822365	0	Stg III	0.776315333333333	LINC00304	POU5F1
ENSG00000222041	ENSG00000204531	0	0	0.8828859	Stg IV	1.1771812	CYTOR	POU5F1
ENSG00000258791	ENSG00000204531	0	0.5050001	0	Stg III	0.673333466666667	LINC00520	POU5F1
ENSG00000228223	ENSG00000204531	0	0	0.8332333	Stg IV	1.11097773333333	HCG11	POU5F1
ENSG00000253738	ENSG00000204531	0.4082102	0	0	Stg II	0.544280266666667	OTUD6B-AS1	POU5F1
ENSG00000233429	ENSG00000204531	0.4207148	0	0	Stg II	0.560953066666667	HOTAIRM1	POU5F1
ENSG00000236901	ENSG00000011304	0	0.6590914	0	Stg III	0.878788533333333	MIR600HG	PTBP1
ENSG00000255717	ENSG00000011304	0.8158062	0	0	Stg II	1.0877416	SNHG1	PTBP1
ENSG00000215417	ENSG00000011304	0.6120808	0	0	Stg II	0.816107733333333	MIR17HG	PTBP1
ENSG00000255717	ENSG00000112531	0.7542452	0	0	Stg II	1.00566026666667	SNHG1	QKI
ENSG00000197989	ENSG00000164754	0.6266204	0	0	Stg II	0.835493866666667	SNHG12	RAD21
ENSG00000234160	ENSG00000182872	0.6237403	0	0	Stg II	0.831653733333333	AL513165.1	RBM10
ENSG00000260917	ENSG00000182872	0.5800078	0.7837205	0	Stg III	0.6582888	AL158212.3	RBM10
ENSG00000260917	ENSG00000004534	0.4235879	0	0	Stg II	0.564783866666667	AL158212.3	RBM6
ENSG00000245532	ENSG00000054967	0	0	0.7635337	Stg IV	1.01804493333333	NEAT1	RELT
ENSG00000251562	ENSG00000139890	0	0	0.5960485	Stg IV	0.794731333333333	MALAT1	REM2
ENSG00000255717	ENSG00000084093	0.5027785	0	0	Stg II	0.670371333333333	SNHG1	REST
ENSG00000255717	ENSG00000100220	0.7046026	0	0	Stg II	0.939470133333333	SNHG1	RTCB
ENSG00000251562	ENSG00000267534	0	0	0.5695996	Stg IV	0.759466133333333	MALAT1	S1PR2
ENSG00000215417	ENSG00000143379	0.5854309	0	0	Stg II	0.780574533333333	MIR17HG	SETDB1
ENSG00000215417	ENSG00000177045	0.3875899	0	0	Stg II	0.516786533333333	MIR17HG	SIX5
ENSG00000255717	ENSG00000127616	0.7706401	0	0	Stg II	1.02752013333333	SNHG1	SMARCA4
ENSG00000215417	ENSG00000127616	0.5951353	0	0	Stg II	0.793513733333333	MIR17HG	SMARCA4
ENSG00000177410	ENSG00000099956	0.4890665	0	0	Stg II	0.652088666666667	ZFAS1	SMARCB1
ENSG00000255717	ENSG00000099956	0.5522445	0	0	Stg II	0.736326	SNHG1	SMARCB1
ENSG00000215417	ENSG00000099956	0.4939077	0	0	Stg II	0.6585436	MIR17HG	SMARCB1
ENSG00000215417	ENSG00000173473	0.7170477	0	0	Stg II	0.9560636	MIR17HG	SMARCC1
ENSG00000255717	ENSG00000139613	0.4025144	0	0	Stg II	0.536685866666667	SNHG1	SMARCC2
ENSG00000255717	ENSG00000185591	0.6265785	0	0	Stg II	0.835438	SNHG1	SP1
ENSG00000215417	ENSG00000185591	0.4942604	0	0	Stg II	0.659013866666667	MIR17HG	SP1
ENSG00000255717	ENSG00000198911	0.7260057	0	0	Stg II	0.9680076	SNHG1	SREBF2
ENSG00000197989	ENSG00000136450	0.5863905	0	0	Stg II	0.781854	SNHG12	SRSF1
ENSG00000177410	ENSG00000136450	0.6073925	0	0	Stg II	0.809856666666667	ZFAS1	SRSF1
ENSG00000215417	ENSG00000136450	0.7437748	0	0	Stg II	0.991699733333333	MIR17HG	SRSF1
ENSG00000255717	ENSG00000136450	0.8351877	0	0	Stg II	1.1135836	SNHG1	SRSF1
ENSG00000177410	ENSG00000270647	0	0.662159	0	Stg III	0.882878666666667	ZFAS1	TAF15
ENSG00000229124	ENSG00000139546	0	0	-0.658318	Stg IV	0.877757333333333	VIM-AS1	TARBP2
ENSG00000233527	ENSG00000139546	0.5867583	0	0	Stg II	0.7823444	ZNF529-AS1	TARBP2
ENSG00000234160	ENSG00000139546	0.4466277	0	0	Stg II	0.5955036	AL513165.1	TARBP2
ENSG00000215417	ENSG00000140262	0.6152185	0	0	Stg II	0.820291333333333	MIR17HG	TCF12
ENSG00000255717	ENSG00000140262	0.7916565	0	0	Stg II	1.055542	SNHG1	TCF12
ENSG00000177410	ENSG00000140262	0.7523207	0	0	Stg II	1.00309426666667	ZFAS1	TCF12
ENSG00000215417	ENSG00000148737	0.5987964	0	0	Stg II	0.7983952	MIR17HG	TCF7L2
ENSG00000255717	ENSG00000148737	0.6769678	0	0	Stg II	0.902623733333333	SNHG1	TCF7L2
ENSG00000255717	ENSG00000116001	0.8000111	0	0	Stg II	1.06668146666667	SNHG1	TIA1
ENSG00000215417	ENSG00000116001	0.6617108	0	0	Stg II	0.882281066666667	MIR17HG	TIA1
ENSG00000235706	ENSG00000151923	0.55011	0	0	Stg II	0.73348	DICER1-AS1	TIAL1
ENSG00000262454	ENSG00000151923	0.4432826	0	0	Stg II	0.591043466666667	MIR193BHG	TIAL1
ENSG00000258738	ENSG00000151923	0.6706122	0	0	Stg II	0.8941496	AL121603.2	TIAL1
ENSG00000260464	ENSG00000151923	0.5367249	0	0	Stg II	0.7156332	AL049796.1	TIAL1
ENSG00000197989	ENSG00000151923	0.4924801	0.7294946	0	Stg III	0.6443394	SNHG12	TIAL1
ENSG00000235823	ENSG00000151923	0.5179977	0	0	Stg II	0.6906636	OLMALINC	TIAL1
ENSG00000175061	ENSG00000151923	0.6306742	0	0	Stg II	0.840898933333333	SNHG29	TIAL1
ENSG00000247828	ENSG00000151923	0.4083857	0	0	Stg II	0.544514266666667	TMEM161B-AS1	TIAL1
ENSG00000236423	ENSG00000151923	0.3701289	0.7624405	0	Stg III	0.769834733333333	LINC01134	TIAL1
ENSG00000224910	ENSG00000151923	0.4054659	0	0	Stg II	0.5406212	LINC01766	TIAL1
ENSG00000224078	ENSG00000151923	0.7049363	0	0	Stg II	0.939915066666667	SNHG14	TIAL1
ENSG00000268205	ENSG00000151923	0.6891249	0	0	Stg II	0.9188332	AC005261.1	TIAL1
ENSG00000260669	ENSG00000151923	0.6790947	0	0	Stg II	0.9054596	AL096870.2	TIAL1
ENSG00000260924	ENSG00000151923	0.6006894	0	0	Stg II	0.8009192	LINC01311	TIAL1
ENSG00000263753	ENSG00000151923	0.8398645	0	0	Stg II	1.11981933333333	LINC00667	TIAL1
ENSG00000267100	ENSG00000151923	0.7801093	0	0	Stg II	1.04014573333333	ILF3-DT	TIAL1
ENSG00000261098	ENSG00000151923	0.6875846	0	0	Stg II	0.916779466666667	AP000766.1	TIAL1
ENSG00000230513	ENSG00000151923	0.6124729	0	0	Stg II	0.816630533333333	THAP7-AS1	TIAL1
ENSG00000261840	ENSG00000151923	0.4651144	0	0	Stg II	0.620152533333333	AC093249.6	TIAL1
ENSG00000196810	ENSG00000151923	0.43849	0	0	Stg II	0.584653333333333	CTBP1-DT	TIAL1
ENSG00000117242	ENSG00000151923	0.5155474	0	0	Stg II	0.687396533333333	PINK1-AS	TIAL1
ENSG00000263731	ENSG00000151923	0.669949	0	0	Stg II	0.893265333333333	AC145207.5	TIAL1
ENSG00000226950	ENSG00000151923	0.5537643	0	0	Stg II	0.7383524	DANCR	TIAL1
ENSG00000271122	ENSG00000151923	0.7809099	0	0	Stg II	1.0412132	AC018647.2	TIAL1
ENSG00000260260	ENSG00000151923	0.4783354	0	0	Stg II	0.637780533333333	SNHG19	TIAL1
ENSG00000228925	ENSG00000151923	0.4508919	0	0	Stg II	0.6011892	AC016722.2	TIAL1
ENSG00000259319	ENSG00000151923	0.5252395	0	0	Stg II	0.700319333333333	AF111167.2	TIAL1
ENSG00000215417	ENSG00000151923	0.7169505	0	0	Stg II	0.955934	MIR17HG	TIAL1
ENSG00000240990	ENSG00000151923	0.583401	0	0	Stg II	0.777868	HOXA11-AS	TIAL1
ENSG00000253738	ENSG00000151923	0.5503484	0	0	Stg II	0.733797866666667	OTUD6B-AS1	TIAL1
ENSG00000250988	ENSG00000151923	0.5953359	0	0	Stg II	0.7937812	SNHG21	TIAL1
ENSG00000259891	ENSG00000151923	0.7123243	0	0	Stg II	0.949765733333333	AC107375.1	TIAL1
ENSG00000261799	ENSG00000151923	0.6308064	0	0	Stg II	0.8410752	AC007406.4	TIAL1
ENSG00000179523	ENSG00000151923	0.6592884	0	0	Stg II	0.8790512	EIF3J-DT	TIAL1
ENSG00000242125	ENSG00000151923	0.5761096	0.8161406	0	Stg III	0.7041144	SNHG3	TIAL1
ENSG00000236144	ENSG00000151923	0.6672797	0	0	Stg II	0.889706266666667	TMEM147-AS1	TIAL1
ENSG00000234912	ENSG00000151923	0.7968802	0.6724465	0	Stg II	0.614209266666667	SNHG20	TIAL1
ENSG00000258424	ENSG00000151923	0.4505915	0	0	Stg II	0.600788666666667	AL512791.1	TIAL1
ENSG00000260565	ENSG00000151923	0	0	0.5604343	Stg IV	0.747245733333333	ERVK13-1	TIAL1
ENSG00000247556	ENSG00000151923	0.7110325	0	0	Stg II	0.948043333333333	OIP5-AS1	TIAL1
ENSG00000263884	ENSG00000151923	0.5149497	0	0	Stg II	0.6865996	AP000845.1	TIAL1
ENSG00000235954	ENSG00000151923	0.6976714	0	0	Stg II	0.930228533333333	TTC28-AS1	TIAL1
ENSG00000257337	ENSG00000151923	0	0.6876424	0	Stg III	0.916856533333333	AC068888.1	TIAL1
ENSG00000268575	ENSG00000151923	0.4846618	0	0	Stg II	0.646215733333333	AL031282.2	TIAL1
ENSG00000257621	ENSG00000151923	0.7354669	0	0	Stg II	0.980622533333333	PSMA3-AS1	TIAL1
ENSG00000269982	ENSG00000151923	0.7270638	0	0	Stg II	0.9694184	AC018809.2	TIAL1
ENSG00000198221	ENSG00000151923	0	0.6201315	0	Stg III	0.826842	AFDN-DT	TIAL1
ENSG00000258441	ENSG00000151923	0.7351304	0	0	Stg II	0.980173866666667	LINC00641	TIAL1
ENSG00000263126	ENSG00000151923	0.6060123	0	0	Stg II	0.8080164	AC040162.3	TIAL1
ENSG00000259605	ENSG00000151923	0.7286844	0	0	Stg II	0.9715792	AC074212.1	TIAL1
ENSG00000267666	ENSG00000151923	0.6058344	0	0	Stg II	0.8077792	AC004156.1	TIAL1
ENSG00000259775	ENSG00000151923	0.6773393	0	0	Stg II	0.903119066666667	AL138976.2	TIAL1
ENSG00000255717	ENSG00000090905	0.4280695	0	0	Stg II	0.570759333333333	SNHG1	TNRC6A
ENSG00000245694	ENSG00000131747	0.6150031	0	0	Stg II	0.820004133333333	CRNDE	TOP2A
ENSG00000245694	ENSG00000088325	0.6742225	0.5954961	0	Stg II	0.501965933333333	CRNDE	TPX2
ENSG00000245694	ENSG00000176890	0.6683182	0	0	Stg II	0.891090933333333	CRNDE	TYMS
ENSG00000255717	ENSG00000063244	0.6912906	0	0	Stg II	0.9217208	SNHG1	U2AF2
ENSG00000177410	ENSG00000063244	0.6858114	0	0	Stg II	0.9144152	ZFAS1	U2AF2
ENSG00000236901	ENSG00000063244	0	0.631821	0	Stg III	0.842428	MIR600HG	U2AF2
ENSG00000224699	ENSG00000063244	0	0.6352049	0	Stg III	0.846939866666667	LAMTOR5-AS1	U2AF2
ENSG00000197989	ENSG00000063244	0.6042407	0	0	Stg II	0.805654266666667	SNHG12	U2AF2
ENSG00000215417	ENSG00000063244	0.4925076	0	0	Stg II	0.6566768	MIR17HG	U2AF2
ENSG00000260917	ENSG00000005007	0.6702537	0	0	Stg II	0.8936716	AL158212.3	UPF1
ENSG00000268362	ENSG00000005007	0.5157239	0	0	Stg II	0.687631866666667	AC092279.1	UPF1
ENSG00000228302	ENSG00000005007	0.4359026	0	0	Stg II	0.581203466666667	AL512770.1	UPF1
ENSG00000234160	ENSG00000005007	0.6002639	0	0	Stg II	0.800351866666667	AL513165.1	UPF1
ENSG00000215417	ENSG00000005007	0.5881094	0	0	Stg II	0.784145866666667	MIR17HG	UPF1
ENSG00000261061	ENSG00000005007	0.5576491	0	0	Stg II	0.743532133333333	AC092718.4	UPF1
ENSG00000263235	ENSG00000005007	0.5858536	0	0	Stg II	0.781138133333333	AC006111.2	UPF1
ENSG00000227036	ENSG00000005007	0	0.6167001	0	Stg III	0.8222668	LINC00511	UPF1
ENSG00000230658	ENSG00000005007	0	0	0.5867153	Stg IV	0.782287066666667	KLHL7-DT	UPF1
ENSG00000177410	ENSG00000005007	0.5518182	0	0	Stg II	0.7357576	ZFAS1	UPF1
ENSG00000233527	ENSG00000005007	0.6822972	0	0	Stg II	0.9097296	ZNF529-AS1	UPF1
ENSG00000238058	ENSG00000136709	0.6568926	0	0	Stg II	0.8758568	AL355574.1	WDR33
ENSG00000233527	ENSG00000136709	0.6040584	0	0	Stg II	0.8054112	ZNF529-AS1	WDR33
ENSG00000271122	ENSG00000136709	0.654047	0	0	Stg II	0.872062666666667	AC018647.2	WDR33
ENSG00000255931	ENSG00000136709	0.5077176	0	0	Stg II	0.6769568	AP003108.1	WDR33
ENSG00000224418	ENSG00000100811	0.6985484	0	0	Stg II	0.931397866666667	STK24-AS1	YY1
ENSG00000215417	ENSG00000100811	0.6241597	0	0	Stg II	0.832212933333333	MIR17HG	YY1
ENSG00000255717	ENSG00000100811	0.7138706	0	0	Stg II	0.951827466666667	SNHG1	YY1
ENSG00000215417	ENSG00000100403	0.5381206	0	0	Stg II	0.717494133333333	MIR17HG	ZC3H7B
ENSG00000255717	ENSG00000100403	0.6033986	0	0	Stg II	0.804531466666667	SNHG1	ZC3H7B
ENSG00000233527	ENSG00000128016	0.6325639	0	0	Stg II	0.843418533333333	ZNF529-AS1	ZFP36
ENSG00000197989	ENSG00000006194	0.4526938	0	0	Stg II	0.603591733333333	SNHG12	ZNF263
ENSG00000268388	ENSG00000213015	0	-0.5402076	0	Stg III	0.7202768	FENDRR	ZNF580
ENSG00000268388	ENSG00000122952	0	0.6634849	0	Stg III	0.884646533333333	FENDRR	ZWINT
