lnc_id	gene_id	Stg.I	Stg.II	Stg.III	stage	score	lnc_name	gene_name
ENSG00000245694	ENSG00000144857	0	0.4619765	0	Stg II	0.615968666666667	CRNDE	BOC
ENSG00000245532	ENSG00000028310	0.4808816	0	0	Stg I	0.641175466666667	NEAT1	BRD9
ENSG00000245694	ENSG00000145861	0	0.3994406	0	Stg II	0.532587466666667	CRNDE	C1QTNF2
ENSG00000268388	ENSG00000153790	0	0.3797037	0	Stg II	0.5062716	FENDRR	C7orf31
ENSG00000245694	ENSG00000074410	0	0.4369987	0	Stg II	0.582664933333333	CRNDE	CA12
ENSG00000245532	ENSG00000006283	0.4848964	0	0	Stg I	0.646528533333333	NEAT1	CACNA1G
ENSG00000268388	ENSG00000128595	0	0.7133378	0	Stg II	0.951117066666667	FENDRR	CALU
ENSG00000268388	ENSG00000135387	0	0.5068588	0	Stg II	0.675811733333333	FENDRR	CAPRIN1
ENSG00000245694	ENSG00000105974	0.2676451	0.5450041	0	Stg II	0.548242066666667	CRNDE	CAV1
ENSG00000268388	ENSG00000100211	0	0.3933334	0	Stg II	0.524444533333333	FENDRR	CBY1
ENSG00000268388	ENSG00000108091	0	0.3857969	0	Stg II	0.514395866666667	FENDRR	CCDC6
ENSG00000245694	ENSG00000103855	0	0.4339775	0	Stg II	0.578636666666667	CRNDE	CD276
ENSG00000268388	ENSG00000196352	0	0	0.4089369	Stg III	0.5452492	FENDRR	CD55
ENSG00000245532	ENSG00000116815	0.4943459	0	0	Stg I	0.659127866666667	NEAT1	CD58
ENSG00000245694	ENSG00000147889	0	0.3823056	0	Stg II	0.5097408	CRNDE	CDKN2A
ENSG00000247095	ENSG00000165556	0	0.5434419	0.3242801	Stg II	0.508402466666667	MIR210HG	CDX2
ENSG00000268388	ENSG00000173588	0	0.4212391	0	Stg II	0.561652133333333	FENDRR	CEP83
ENSG00000268388	ENSG00000163320	0.1613027	0.5282898	0	Stg II	0.596851266666667	FENDRR	CGGBP1
ENSG00000245694	ENSG00000138135	0	0.4659251	0	Stg II	0.621233466666667	CRNDE	CH25H
ENSG00000268388	ENSG00000106554	0	0.5321762	0	Stg II	0.709568266666667	FENDRR	CHCHD3
ENSG00000245532	ENSG00000144021	0.4253293	0	0	Stg I	0.567105733333333	NEAT1	CIAO1
ENSG00000245694	ENSG00000138615	0	0.4914135	0	Stg II	0.655218	CRNDE	CILP
ENSG00000245694	ENSG00000105472	0	0.5014224	0	Stg II	0.6685632	CRNDE	CLEC11A
ENSG00000245532	ENSG00000175416	0.3891532	0	0	Stg I	0.518870933333333	NEAT1	CLTB
ENSG00000268388	ENSG00000166997	0.2177141	0.7246716	0	Stg II	0.821086066666667	FENDRR	CNPY4
ENSG00000245694	ENSG00000164692	0	0.4611848	0	Stg II	0.614913066666667	CRNDE	COL1A2
ENSG00000245694	ENSG00000142156	0	0.4594486	0	Stg II	0.612598133333333	CRNDE	COL6A1
ENSG00000245694	ENSG00000142173	0	0.4679953	0	Stg II	0.623993733333333	CRNDE	COL6A2
ENSG00000260260	ENSG00000160917	0.2725048	0	0.7667685	Stg III	0.840688133333333	SNHG19	CPSF4
ENSG00000253200	ENSG00000111605	0.5358221	0.3251641	0.8153319	Stg III	0.5131184	AC037459.2	CPSF6
ENSG00000224032	ENSG00000111605	0.3870226	0	0	Stg I	0.516030133333333	EPB41L4A-AS1	CPSF6
ENSG00000258949	ENSG00000149532	0	0	0.4713767	Stg III	0.628502266666667	AL049870.3	CPSF7
ENSG00000232104	ENSG00000149532	0.2071627	0	0.5165713	Stg III	0.550653266666667	RFX3-AS1	CPSF7
ENSG00000251562	ENSG00000146592	0.4511176	0	0	Stg I	0.601490133333333	MALAT1	CREB5
ENSG00000245694	ENSG00000008405	0	0.3974832	0	Stg II	0.5299776	CRNDE	CRY1
ENSG00000268388	ENSG00000101266	0	0.4777349	0	Stg II	0.636979866666667	FENDRR	CSNK2A1
ENSG00000247853	ENSG00000101811	0	0	0.4900824	Stg III	0.6534432	AC006064.2	CSTF2
ENSG00000248896	ENSG00000101811	0	0	0.376162	Stg III	0.501549333333333	AC105001.1	CSTF2
ENSG00000224897	ENSG00000101811	0.1569591	0.2647341	0.6731565	Stg III	0.6164132	POT1-AS1	CSTF2
ENSG00000254101	ENSG00000101811	0.3915711	0	0	Stg I	0.5220948	LINC02055	CSTF2
ENSG00000233184	ENSG00000177613	0.169547	0	0.5041286	Stg III	0.559140133333333	AC093157.1	CSTF2T
ENSG00000269102	ENSG00000177613	0.3966841	0	0	Stg I	0.528912133333333	AC010320.3	CSTF2T
ENSG00000225855	ENSG00000102974	0.376911	0	0	Stg I	0.502548	RUSC1-AS1	CTCF
ENSG00000204625	ENSG00000102974	0.3782798	0	0	Stg I	0.504373066666667	HCG9	CTCF
ENSG00000245532	ENSG00000175826	0.4062896	0	0	Stg I	0.541719466666667	NEAT1	CTDNEP1
ENSG00000251562	ENSG00000044090	0.4212796	0	0	Stg I	0.561706133333333	MALAT1	CUL7
ENSG00000245694	ENSG00000197380	0	0.4726101	0	Stg II	0.6301468	CRNDE	DACT3
ENSG00000245694	ENSG00000172992	0.3927405	0	0	Stg I	0.523654	CRNDE	DCAKD
ENSG00000245694	ENSG00000110367	0.3858154	0	0	Stg I	0.514420533333333	CRNDE	DDX6
ENSG00000268355	ENSG00000128191	0	0	0.4058156	Stg III	0.541087466666667	AC243960.3	DGCR8
ENSG00000205056	ENSG00000128191	0.4289289	0	0	Stg I	0.5719052	LINC02397	DGCR8
ENSG00000130600	ENSG00000128191	0	0	0.493119	Stg III	0.657492	H19	DGCR8
ENSG00000226581	ENSG00000128191	0.3920145	0	0	Stg I	0.522686	LINC02848	DGCR8
ENSG00000269929	ENSG00000128191	0.3981194	0	0.5966132	Stg III	0.530071333333333	MIRLET7A1HG	DGCR8
ENSG00000231160	ENSG00000128191	0.5748032	0	0.3691543	Stg I	0.5203014	KLF3-AS1	DGCR8
ENSG00000268388	ENSG00000149091	0.1982167	0.7541307	0	Stg II	0.873363133333333	FENDRR	DGKZ
ENSG00000268388	ENSG00000140829	0	0.4716226	0	Stg II	0.628830133333333	FENDRR	DHX38
ENSG00000245532	ENSG00000104936	0.4596409	0	0	Stg I	0.612854533333333	NEAT1	DMPK
ENSG00000251562	ENSG00000185800	0.3832978	0	0	Stg I	0.511063733333333	MALAT1	DMWD
ENSG00000268388	ENSG00000161202	0	0.5305036	0	Stg II	0.707338133333333	FENDRR	DVL3
ENSG00000247095	ENSG00000101412	0.1660476	0	0.4602106	Stg III	0.502915733333333	MIR210HG	E2F1
ENSG00000225855	ENSG00000205250	0.3800843	0	0	Stg I	0.506779066666667	RUSC1-AS1	E2F4
ENSG00000254389	ENSG00000205250	0.427173	0	0	Stg I	0.569564	RHPN1-AS1	E2F4
ENSG00000258655	ENSG00000205250	0.2879595	0	0.5747365	Stg III	0.574342333333333	ARHGAP5-AS1	E2F4
ENSG00000259070	ENSG00000141543	0	0.4357201	0	Stg II	0.580960133333333	LINC00639	EIF4A3
ENSG00000253552	ENSG00000141543	0	0.4289309	0	Stg II	0.571907866666667	HOXA-AS2	EIF4A3
ENSG00000231636	ENSG00000141543	0	0.4510948	0	Stg II	0.601459733333333	AGBL5-AS1	EIF4A3
ENSG00000177337	ENSG00000141543	0.4201304	0	0	Stg I	0.560173866666667	DLGAP1-AS1	EIF4A3
ENSG00000230513	ENSG00000141543	0.393155	0	0	Stg I	0.524206666666667	THAP7-AS1	EIF4A3
ENSG00000237149	ENSG00000141543	0.4502065	0	0	Stg I	0.600275333333333	ZNF503-AS2	EIF4A3
ENSG00000248019	ENSG00000141543	0	0.4188332	0	Stg II	0.558444266666667	FAM13A-AS1	EIF4A3
ENSG00000245694	ENSG00000132507	0	0.378858	0	Stg II	0.505144	CRNDE	EIF5A
ENSG00000233016	ENSG00000066044	0.2169632	0	0.5341517	Stg III	0.567560133333333	SNHG7	ELAVL1
ENSG00000225855	ENSG00000066044	0.3768114	0	0	Stg I	0.5024152	RUSC1-AS1	ELAVL1
ENSG00000245694	ENSG00000118402	0	0.4645559	0	Stg II	0.619407866666667	CRNDE	ELOVL4
ENSG00000245694	ENSG00000132205	0	0.488042	0	Stg II	0.650722666666667	CRNDE	EMILIN2
ENSG00000245694	ENSG00000143924	0.378144	0	0	Stg I	0.504192	CRNDE	EML4
ENSG00000245694	ENSG00000142227	0	0.4591403	0	Stg II	0.612187066666667	CRNDE	EMP3
ENSG00000245694	ENSG00000163378	0.2383235	0.5316052	0	Stg II	0.5499246	CRNDE	EOGT
ENSG00000227403	ENSG00000182944	0	0.4148727	0	Stg II	0.5531636	LINC01806	EWSR1
ENSG00000230590	ENSG00000182944	0.5354522	0.2678758	0	Stg I	0.5353524	FTX	EWSR1
ENSG00000268388	ENSG00000012232	0	0.8179976	0	Stg II	1.09066346666667	FENDRR	EXTL3
ENSG00000251562	ENSG00000138439	0.5546135	0.2784633	0	Stg I	0.553842466666667	MALAT1	FAM117B
ENSG00000245694	ENSG00000203780	0.1620986	0.5076947	0	Stg II	0.568860533333333	CRNDE	FANK1
ENSG00000245694	ENSG00000064763	0	0.4055318	0	Stg II	0.540709066666667	CRNDE	FAR2
ENSG00000268388	ENSG00000127452	0	0.45744	0	Stg II	0.60992	FENDRR	FBXL12
ENSG00000245694	ENSG00000163013	0.2683966	0.5472234	0	Stg II	0.550700133333333	CRNDE	FBXO41
ENSG00000251562	ENSG00000183386	0.4016777	0	0	Stg I	0.535570266666667	MALAT1	FHL3
ENSG00000268388	ENSG00000079150	0.2526727	0.8645818	0	Stg II	0.984327266666667	FENDRR	FKBP7
ENSG00000247092	ENSG00000129514	0.376569	0	0	Stg I	0.502092	SNHG10	FOXA1
ENSG00000254317	ENSG00000089280	0.5782791	0.2286876	0	Stg I	0.6185804	AC022973.5	FUS
ENSG00000234199	ENSG00000089280	0.5997199	0.222813	0	Stg I	0.651084533333333	LINC01191	FUS
ENSG00000179406	ENSG00000089280	0.4305843	0	0	Stg I	0.5741124	LINC00174	FUS
ENSG00000224032	ENSG00000089280	0.5286578	0	0.2918732	Stg I	0.510294933333333	EPB41L4A-AS1	FUS
ENSG00000268189	ENSG00000089280	0.5892724	0	0.3979138	Stg I	0.520420666666667	AC005785.1	FUS
ENSG00000250303	ENSG00000089280	0	0.5193109	0	Stg II	0.692414533333333	LINC02762	FUS
ENSG00000228434	ENSG00000089280	0.4188256	0	0	Stg I	0.558434133333333	AC004951.1	FUS
ENSG00000261420	ENSG00000089280	0	0	0.4603326	Stg III	0.6137768	AL022069.1	FUS
ENSG00000258057	ENSG00000089280	0.2757082	0	0.5621294	Stg III	0.5657004	BCDIN3D-AS1	FUS
ENSG00000204588	ENSG00000089280	0.5994096	0	0.4420668	Stg I	0.5045016	LINC01123	FUS
ENSG00000270638	ENSG00000089280	0	0.4091633	0	Stg II	0.545551066666667	AL023806.1	FUS
ENSG00000117242	ENSG00000089280	0	0.3656706	0.6048308	Stg III	0.562660666666667	PINK1-AS	FUS
ENSG00000265688	ENSG00000089280	0.5214319	0.2157504	0	Stg I	0.551408933333333	MAFG-DT	FUS
ENSG00000233237	ENSG00000089280	0.6014078	0	0.3189861	Stg I	0.589219666666667	LINC00472	FUS
ENSG00000257038	ENSG00000089280	0.5277959	0	0.2962215	Stg I	0.506246866666667	AP002761.3	FUS
ENSG00000247853	ENSG00000089280	0	0	0.4189557	Stg III	0.5586076	AC006064.2	FUS
ENSG00000233016	ENSG00000089280	0.3189375	0	0.5460476	Stg III	0.515438466666667	SNHG7	FUS
ENSG00000204929	ENSG00000089280	0	0	0.4690108	Stg III	0.625347733333333	AC007389.1	FUS
ENSG00000215533	ENSG00000089280	0	0	0.3996743	Stg III	0.532899066666667	LINC00189	FUS
ENSG00000230148	ENSG00000089280	0.5854174	0	0.317556	Stg I	0.568852533333333	HOXB-AS1	FUS
ENSG00000260992	ENSG00000089280	0	0.4912007	0	Stg II	0.654934266666667	DOCK9-DT	FUS
ENSG00000175147	ENSG00000089280	0.5895042	0	0.3732132	Stg I	0.5371968	TMEM51-AS1	FUS
ENSG00000253982	ENSG00000089280	0	0	0.4090202	Stg III	0.545360266666667	AC100810.1	FUS
ENSG00000230316	ENSG00000089280	0	0.4522916	0	Stg II	0.603055466666667	FEZF1-AS1	FUS
ENSG00000250986	ENSG00000089280	0.5091539	0	0.2161361	Stg I	0.534781133333333	LINC02600	FUS
ENSG00000262903	ENSG00000089280	0.6054414	0.4333612	0	Stg I	0.518347733333333	AC027796.4	FUS
ENSG00000267325	ENSG00000089280	0	0.4075658	0	Stg II	0.543421066666667	LINC01415	FUS
ENSG00000227107	ENSG00000089280	0.5817837	0.3873549	0	Stg I	0.517475	AC104667.1	FUS
ENSG00000268388	ENSG00000196968	0.3998266	0.6929622	0	Stg II	0.657398533333333	FENDRR	FUT11
ENSG00000263731	ENSG00000114416	0.2640624	0.5387793	0	Stg II	0.5423308	AC145207.5	FXR1
ENSG00000228526	ENSG00000114416	0.3803622	0	0	Stg I	0.5071496	MIR34AHG	FXR1
ENSG00000268388	ENSG00000114416	0	0.5245554	0	Stg II	0.6994072	FENDRR	FXR1
ENSG00000245694	ENSG00000172020	0	0.4837232	0	Stg II	0.644964266666667	CRNDE	GAP43
ENSG00000245694	ENSG00000167491	0.2233264	0.4905773	0	Stg II	0.5052188	CRNDE	GATAD2A
ENSG00000251562	ENSG00000176928	0.4026127	0	0	Stg I	0.536816933333333	MALAT1	GCNT4
ENSG00000268388	ENSG00000135414	0	0.5952665	0	Stg II	0.793688666666667	FENDRR	GDF11
ENSG00000245694	ENSG00000131459	0	0.4926701	0	Stg II	0.656893466666667	CRNDE	GFPT2
ENSG00000245694	ENSG00000168546	0	0.4896889	0	Stg II	0.652918533333333	CRNDE	GFRA2
ENSG00000245694	ENSG00000152661	0.1912467	0.5525451	0	Stg II	0.609229	CRNDE	GJA1
ENSG00000268388	ENSG00000090863	0	0.5804089	0	Stg II	0.773878533333333	FENDRR	GLG1
ENSG00000245694	ENSG00000114450	0	0.483662	0	Stg II	0.644882666666667	CRNDE	GNB4
ENSG00000268388	ENSG00000047932	0.1950171	0.6600458	0	Stg II	0.750049666666667	FENDRR	GOPC
ENSG00000268388	ENSG00000152133	0	0.5334206	0	Stg II	0.711227466666667	FENDRR	GPATCH11
ENSG00000245694	ENSG00000089351	0	0.4076118	0	Stg II	0.5434824	CRNDE	GRAMD1A
ENSG00000245694	ENSG00000106070	0	0.4449238	0	Stg II	0.593231733333333	CRNDE	GRB10
ENSG00000268388	ENSG00000172986	0	0.8235291	0	Stg II	1.0980388	FENDRR	GXYLT2
ENSG00000245694	ENSG00000172986	0	0.4815749	0	Stg II	0.642099866666667	CRNDE	GXYLT2
ENSG00000245694	ENSG00000164683	0	0.5085437	0	Stg II	0.678058266666667	CRNDE	HEY1
ENSG00000223546	ENSG00000164683	0.4783598	0	0	Stg I	0.637813066666667	LINC00630	HEY1
ENSG00000245694	ENSG00000100292	0	0.415558	0	Stg II	0.554077333333333	CRNDE	HMOX1
ENSG00000231770	ENSG00000122566	0.439624	0	0	Stg I	0.586165333333333	TMEM44-AS1	HNRNPA2B1
ENSG00000260063	ENSG00000122566	0.3889423	0	0	Stg I	0.518589733333333	AL512408.1	HNRNPA2B1
ENSG00000260992	ENSG00000122566	0	0.3810558	0	Stg II	0.5080744	DOCK9-DT	HNRNPA2B1
ENSG00000227036	ENSG00000122566	0.5041197	0	0	Stg I	0.6721596	LINC00511	HNRNPA2B1
ENSG00000227533	ENSG00000122566	0	0	0.5619653	Stg III	0.749287066666667	SLC2A1-AS1	HNRNPA2B1
ENSG00000227906	ENSG00000122566	0.4185909	0	0	Stg I	0.5581212	SNAP25-AS1	HNRNPA2B1
ENSG00000247853	ENSG00000122566	0	0	0.4533387	Stg III	0.6044516	AC006064.2	HNRNPA2B1
ENSG00000231187	ENSG00000122566	0.4025935	0	0	Stg I	0.536791333333333	AL356056.2	HNRNPA2B1
ENSG00000248187	ENSG00000122566	0	0	0.3875273	Stg III	0.516703066666667	AC078850.1	HNRNPA2B1
ENSG00000255234	ENSG00000122566	0	0	0.4012069	Stg III	0.534942533333333	AP000446.1	HNRNPA2B1
ENSG00000232533	ENSG00000122566	0	0	0.3839843	Stg III	0.511979066666667	AC093673.1	HNRNPA2B1
ENSG00000253392	ENSG00000122566	0	0.406744	0	Stg II	0.542325333333333	AC119403.1	HNRNPA2B1
ENSG00000236120	ENSG00000122566	0	0.4105722	0	Stg II	0.5474296	AC110995.1	HNRNPA2B1
ENSG00000256940	ENSG00000122566	0.4263538	0	0	Stg I	0.568471733333333	PPP1R14B-AS1	HNRNPA2B1
ENSG00000226009	ENSG00000122566	0.3889822	0	0	Stg I	0.518642933333333	KCNIP2-AS1	HNRNPA2B1
ENSG00000182057	ENSG00000122566	0.4678024	0	0	Stg I	0.623736533333333	OGFRP1	HNRNPA2B1
ENSG00000253394	ENSG00000122566	0	0	0.434372	Stg III	0.579162666666667	LINC00534	HNRNPA2B1
ENSG00000265912	ENSG00000122566	0.383009	0	0	Stg I	0.510678666666667	AC037487.1	HNRNPA2B1
ENSG00000265688	ENSG00000122566	0.5697156	0.2913812	0	Stg I	0.565366666666667	MAFG-DT	HNRNPA2B1
ENSG00000234199	ENSG00000122566	0.4419403	0	0	Stg I	0.589253733333333	LINC01191	HNRNPA2B1
ENSG00000235724	ENSG00000122566	0.2277184	0.5005149	0	Stg II	0.515540933333333	AC009299.2	HNRNPA2B1
ENSG00000226043	ENSG00000122566	0.4108904	0	0	Stg I	0.547853866666667	AP000561.1	HNRNPA2B1
ENSG00000264548	ENSG00000122566	0.4189593	0	0	Stg I	0.5586124	AC132872.2	HNRNPA2B1
ENSG00000179406	ENSG00000122566	0.4302582	0	0	Stg I	0.5736776	LINC00174	HNRNPA2B1
ENSG00000259877	ENSG00000122566	0.3843967	0	0	Stg I	0.512528933333333	AC009113.1	HNRNPA2B1
ENSG00000268388	ENSG00000096746	0	0.6114398	0	Stg II	0.815253066666667	FENDRR	HNRNPH3
ENSG00000268388	ENSG00000099783	0	0.452766	0	Stg II	0.603688	FENDRR	HNRNPM
ENSG00000268388	ENSG00000163755	0	0.5468698	0	Stg II	0.729159733333333	FENDRR	HPS3
ENSG00000268388	ENSG00000103160	0	0.5790731	0	Stg II	0.772097466666667	FENDRR	HSDL1
ENSG00000268388	ENSG00000096384	0	0.3904434	0	Stg II	0.5205912	FENDRR	HSP90AB1
ENSG00000268388	ENSG00000126803	0.6002784	0.4168119	0	Stg I	0.5224966	FENDRR	HSPA2
ENSG00000268388	ENSG00000103742	0	0.901763	0	Stg II	1.20235066666667	FENDRR	IGDCC4
ENSG00000267321	ENSG00000159217	0.1789734	0	0.4941202	Stg III	0.539511333333333	SNHG30	IGF2BP1
ENSG00000232611	ENSG00000159217	0	0	0.376752	Stg III	0.502336	AL683813.1	IGF2BP1
ENSG00000219665	ENSG00000159217	0	0	0.5959844	Stg III	0.794645866666667	ZNF433-AS1	IGF2BP1
ENSG00000205181	ENSG00000159217	0.3915282	0	0	Stg I	0.5220376	LINC00654	IGF2BP1
ENSG00000225439	ENSG00000159217	0.2969545	0	0.6429184	Stg III	0.659254866666667	BOLA3-AS1	IGF2BP1
ENSG00000268388	ENSG00000073792	0	0.4413075	0	Stg II	0.58841	FENDRR	IGF2BP2
ENSG00000232586	ENSG00000073792	0	0	0.3915922	Stg III	0.522122933333333	KIAA1614-AS1	IGF2BP2
ENSG00000251136	ENSG00000073792	0.1537912	0.5297269	0	Stg II	0.603775066666667	AF117829.1	IGF2BP2
ENSG00000248256	ENSG00000073792	0	0.3757523	0	Stg II	0.501003066666667	OCIAD1-AS1	IGF2BP2
ENSG00000223960	ENSG00000073792	0	0.4389489	0	Stg II	0.5852652	CHROMR	IGF2BP2
ENSG00000254064	ENSG00000073792	0	0.4118971	0	Stg II	0.549196133333333	AC105206.2	IGF2BP2
ENSG00000264112	ENSG00000073792	0	0.3777598	0	Stg II	0.503679733333333	AC015813.1	IGF2BP2
ENSG00000232611	ENSG00000073792	0	0	0.5215087	Stg III	0.695344933333333	AL683813.1	IGF2BP2
ENSG00000261342	ENSG00000073792	0	0.4007332	0	Stg II	0.534310933333333	AC006538.1	IGF2BP2
ENSG00000250899	ENSG00000073792	0	0.5080279	0	Stg II	0.677370533333333	AC125807.2	IGF2BP2
ENSG00000244151	ENSG00000073792	0	0	0.410709	Stg III	0.547612	AC010973.2	IGF2BP2
ENSG00000181097	ENSG00000073792	0	0.3862935	0	Stg II	0.515058	LINC02878	IGF2BP2
ENSG00000225484	ENSG00000136231	0	0.393598	0	Stg II	0.524797333333333	NUTM2B-AS1	IGF2BP3
ENSG00000267374	ENSG00000136231	0	0.2465336	0.530056	Stg III	0.5423856	MIR924HG	IGF2BP3
ENSG00000245532	ENSG00000143061	0.4975034	0.2164401	0	Stg I	0.519044466666667	NEAT1	IGSF3
ENSG00000268388	ENSG00000166130	0	0.661324	0	Stg II	0.881765333333333	FENDRR	IKBIP
ENSG00000245694	ENSG00000095752	0	0.4965163	0	Stg II	0.662021733333333	CRNDE	IL11
ENSG00000268388	ENSG00000168811	0	0.4317293	0	Stg II	0.575639066666667	FENDRR	IL12A
ENSG00000245694	ENSG00000123496	0	0.4836708	0	Stg II	0.6448944	CRNDE	IL13RA2
ENSG00000255717	ENSG00000137265	0	0.3998527	0	Stg II	0.533136933333333	SNHG1	IRF4
ENSG00000197989	ENSG00000137265	0	0.6252439	0	Stg II	0.833658533333333	SNHG12	IRF4
ENSG00000249859	ENSG00000137265	0	0.4404592	0	Stg II	0.587278933333333	PVT1	IRF4
ENSG00000245694	ENSG00000077943	0	0.5077887	0	Stg II	0.6770516	CRNDE	ITGA8
ENSG00000245694	ENSG00000083457	0	0.4624063	0	Stg II	0.616541733333333	CRNDE	ITGAE
ENSG00000245694	ENSG00000096968	0	0.5058948	0	Stg II	0.6745264	CRNDE	JAK2
ENSG00000268388	ENSG00000154721	0.4513972	0.9647455	0	Stg II	0.985395866666667	FENDRR	JAM2
ENSG00000245694	ENSG00000140044	0	0.4436597	0	Stg II	0.591546266666667	CRNDE	JDP2
ENSG00000268388	ENSG00000100221	0	0.6145088	0	Stg II	0.819345066666667	FENDRR	JOSD1
ENSG00000196668	ENSG00000130522	0	0.7373917	0	Stg II	0.983188933333333	LINC00173	JUND
ENSG00000245694	ENSG00000184445	0.394545	0	0	Stg I	0.52606	CRNDE	KNTC1
ENSG00000245532	ENSG00000108424	0.4471533	0	0	Stg I	0.5962044	NEAT1	KPNB1
ENSG00000245694	ENSG00000198910	0	0.5153233	0	Stg II	0.687097733333333	CRNDE	L1CAM
ENSG00000245532	ENSG00000130702	0.6654025	0	0.3818765	Stg I	0.632619	NEAT1	LAMA5
ENSG00000268388	ENSG00000068697	0	0.6636001	0	Stg II	0.884800133333333	FENDRR	LAPTM4A
ENSG00000268388	ENSG00000174720	0	0.4095732	0	Stg II	0.5460976	FENDRR	LARP7
ENSG00000245694	ENSG00000050405	0	0.4732173	0	Stg II	0.6309564	CRNDE	LIMA1
ENSG00000245694	ENSG00000106683	0.1895502	0.5163767	0	Stg II	0.562135466666667	CRNDE	LIMK1
ENSG00000268388	ENSG00000169756	0.2142608	0.703912	0	Stg II	0.7957088	FENDRR	LIMS1
ENSG00000245694	ENSG00000131899	0.162498	0.5026277	0	Stg II	0.561838266666667	CRNDE	LLGL1
ENSG00000268388	ENSG00000139233	0	0.6385878	0	Stg II	0.8514504	FENDRR	LLPH
ENSG00000268388	ENSG00000114988	0	0.541448	0	Stg II	0.721930666666667	FENDRR	LMAN2L
ENSG00000245532	ENSG00000176619	0.5376431	0	0	Stg I	0.716857466666667	NEAT1	LMNB2
ENSG00000245694	ENSG00000088899	0	0.3982744	0	Stg II	0.531032533333333	CRNDE	LZTS3
ENSG00000268388	ENSG00000090316	0	0.430893	0	Stg II	0.574524	FENDRR	MAEA
ENSG00000245694	ENSG00000204103	0	0.4545744	0	Stg II	0.6060992	CRNDE	MAFB
ENSG00000245694	ENSG00000187391	0	0.4951541	0	Stg II	0.660205466666667	CRNDE	MAGI2
ENSG00000245694	ENSG00000165072	0	0.4936854	0	Stg II	0.6582472	CRNDE	MAMDC2
ENSG00000245532	ENSG00000166484	0.3825102	0	0	Stg I	0.5100136	NEAT1	MAPK7
ENSG00000268388	ENSG00000120539	0	0.4412588	0	Stg II	0.588345066666667	FENDRR	MASTL
ENSG00000258655	ENSG00000125952	0.190225	0	0.6311429	Stg III	0.7147072	ARHGAP5-AS1	MAX
ENSG00000225855	ENSG00000184634	0.5177105	0	0.2840199	Stg I	0.500934066666667	RUSC1-AS1	MED12
ENSG00000245532	ENSG00000184634	0.3861739	0	0	Stg I	0.514898533333333	NEAT1	MED12
ENSG00000174365	ENSG00000184634	0.4957456	0	0	Stg I	0.660994133333333	SNHG11	MED12
ENSG00000245694	ENSG00000105419	0	0.4751466	0	Stg II	0.6335288	CRNDE	MEIS3
ENSG00000245694	ENSG00000197614	0	0.4520892	0	Stg II	0.6027856	CRNDE	MFAP5
ENSG00000268388	ENSG00000171109	0	0.56925	0	Stg II	0.759	FENDRR	MFN1
ENSG00000245694	ENSG00000111341	0	0.4828188	0	Stg II	0.6437584	CRNDE	MGP
ENSG00000268388	ENSG00000164654	0	0.5181154	0	Stg II	0.690820533333333	FENDRR	MIOS
ENSG00000245694	ENSG00000087245	0	0.4944728	0	Stg II	0.659297066666667	CRNDE	MMP2
ENSG00000231187	ENSG00000155363	0.4255302	0	0	Stg I	0.5673736	AL356056.2	MOV10
